año,NCODI,due_cTotal,matronas_cTotal,oDueEspeciali_cTotal,fisioterapeutas_cTotal,terapeutas_cTotal,logopedas_cTotal,oSaniMedio_cTotal,gMedioSani_cTotal,gSuperiorSani_cTotal,tecSani_cTotal,restSani_cTotal2,due_cMujeres,matronas_cMujeres,oDueEspeciali_cMujeres,fisioterapeutas_cMujeres,terapeutas_cMujeres,logopedas_cMujeres,oSaniMedio_cMujeres,gMedioSani_cMujeres,gSuperiorSani_cMujeres,tecSani_cMujeres,restSani_cMujeres2,due_pTotal,matronas_pTotal,oDueEspeciali_pTotal,fisioterapeutas_pTotal,terapeutas_pTotal,logopedas_pTotal,oSaniMedio_pTotal,gMedioSani_pTotal,gSuperiorSani_pTotal,tecSani_pTotal,restSani_pTotal2,due_pMujeres,matronas_pMujeres,oDueEspeciali_pMujeres,fisioterapeutas_pMujeres,terapeutas_pMujeres,logopedas_pMujeres,oSaniMedio_pMujeres,gMedioSani_pMujeres,gSuperiorSani_pMujeres,tecSani_pMujeres,restSani_pMujeres2,due_colabTotal,matronas_colabTotal,oDueEspeciali_colabTotal,fisioterapeutas_colabTotal,terapeutas_colabTotal,logopedas_colabTotal,oSaniMedio_colabTotal,gMedioSani_colabTotal,gSuperiorSani_colabTotal,tecSani_colabTotal,restSani_colabTotal2,due_colabMujeres,matronas_colabMujeres,oDueEspeciali_colabMujeres,fisioterapeutas_colabMujeres,terapeutas_colabMujeres,logopedas_colabMujeres,oSaniMedio_colabMujeres,gMedioSani_colabMujeres,gSuperiorSani_colabMujeres,tecSani_colabMujeres,restSani_colabMujeres2,direccion_cTotal,trabSocial_cTotal,perOficio_cTotal,administrativos_cTotal,oNoSani_cTotal,direccion_cMujeres,trabSocial_cMujeres,perOficio_cMujeres,administrativos_cMujeres,oNoSani_cMujeres,direccion_pTotal,trabSocial_pTotal,perOficio_pTotal,administrativos_pTotal,oNoSani_pTotal,direccion_pMujeres,trabSocial_pMujeres,perOficio_pMujeres,administrativos_pMujeres,oNoSani_pMujeres,direccion_colabTotal,trabSocial_colabTotal,perOficio_colabTotal,administrativos_colabTotal,oNoSani_colabTotal,direccion_colabMujeres,trabSocial_colabMujeres,perOficio_colabMujeres,administrativos_colabMujeres,oNoSani_colabMujeres
2016,5.5900000000000000e+02,49,0,2,4,0,0,0,28,16,44,0,28,0,1,2,0,0,0,22,12,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,0,0,1,0,1,0,4,0,17,8,6,2,0,13,6,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016,7.0000000000000000e+00,22,0,0,0,0,0,0,47,2,49,0,18,0,0,0,0,0,0,37,1,38,0,0,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,10,13,0,0,0,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,2.8300000000000000e+02,76,0,0,0,0,0,1,101,36,137,0,54,0,0,0,0,0,1,78,26,104,0,7,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,1,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,8,0,21,93,0,2,0,14,61,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016,3.7000000000000000e+01,4,0,0,0,0,0,0,6,0,6,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,0,0,0,5,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2016,1.5300000000000000e+02,74,0,0,4,0,0,0,105,26,131,0,39,0,0,1,0,0,0,78,18,96,0,18,0,0,1,0,0,0,8,0,8,0,10,0,0,1,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,21,59,0,11,0,10,57,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
2016,5.4700000000000000e+02,293,12,0,28,4,0,0,201,63,264,1,240,10,0,22,4,0,0,184,50,234,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,2,41,141,157,17,2,0,125,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,3.9700000000000000e+02,21,0,0,2,1,1,4,72,0,72,0,19,0,0,2,1,1,3,68,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,3,50,0,2,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,5.5600000000000000e+02,272,12,0,10,1,0,0,192,40,232,0,214,11,0,8,1,0,0,182,34,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,69,108,86,5,2,39,93,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,4.2000000000000000e+01,3,0,0,0,0,0,0,12,0,12,0,2,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,3,0,0,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,3.1000000000000000e+01,15,0,0,3,1,0,0,77,1,78,0,12,0,0,2,1,0,0,51,1,52,0,0,0,0,0,0,1,0,8,0,8,0,0,0,0,0,0,1,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,7,12,0,2,0,6,11,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2016,7.4000000000000000e+02,1255,64,0,41,8,6,0,1099,244,1343,0,984,54,0,31,8,5,0,965,201,1166,0,68,4,0,0,0,0,0,7,3,10,0,59,3,0,0,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,15,279,477,422,28,12,141,372,241,3,0,3,1,1,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0
2016,2.1700000000000000e+02,46,0,0,4,0,0,0,55,12,67,0,38,0,0,4,0,0,0,46,10,56,0,5,0,0,1,0,0,0,1,0,1,0,2,0,0,1,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,4,16,57,0,0,1,11,42,0,0,0,3,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0
2016,8.6300000000000000e+02,24,0,0,3,0,0,0,19,10,29,0,18,0,0,1,0,0,0,17,7,24,0,1,0,0,1,0,0,0,3,0,3,0,1,0,0,1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,28,10,1,0,0,21,7,0,0,0,3,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0
2016,8.8900000000000000e+02,962,0,0,20,5,1,0,782,228,1010,0,760,0,0,14,5,1,0,705,184,889,0,29,0,0,0,0,0,0,22,1,23,0,26,0,0,0,0,0,0,20,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,15,171,379,326,41,11,106,326,174,4,0,12,0,9,3,0,11,0,5,0,0,0,0,0,0,0,0,0,0
2016,9.8400000000000000e+02,91,0,0,7,0,0,0,107,8,115,0,71,0,0,5,0,0,0,78,6,84,0,4,0,0,2,0,0,0,2,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,64,16,1,0,1,55,8,0,0,0,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2016,1.1060000000000000e+03,7,0,0,0,0,0,0,4,1,5,0,5,0,0,0,0,0,0,4,1,5,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,1,1,2,0,1,1,0,3,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,4,8,0,1,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,3.4000000000000000e+01,6,0,0,0,0,0,0,10,0,10,0,6,0,0,0,0,0,0,10,0,10,0,2,0,0,1,1,0,0,3,0,3,0,2,0,0,0,1,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,2,1,0,4,1,2,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
2016,7.9100000000000000e+02,47,0,0,15,0,0,0,50,16,66,0,38,0,0,11,0,0,0,41,11,52,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,11,0,11,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,37,3,2,1,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,1.8100000000000000e+02,7,0,0,3,2,3,0,9,0,9,0,7,0,0,3,2,3,0,8,0,8,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,4.3000000000000000e+02,15,0,0,3,0,0,0,6,0,6,0,14,0,0,3,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,7.1500000000000000e+02,343,0,0,21,1,0,0,270,69,339,0,303,0,0,14,1,0,0,226,58,284,0,33,0,0,6,0,1,0,72,6,78,0,32,0,0,5,0,1,0,67,4,71,0,0,9,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,15,1,102,89,59,2,1,52,64,9,0,0,30,14,7,0,0,24,10,1,3,0,0,0,0,2,0,0,0,0
2016,5.2100000000000000e+02,17,0,0,11,0,0,0,10,11,21,0,15,0,0,7,0,0,0,10,10,20,0,0,0,0,1,0,0,0,4,0,4,0,0,0,0,1,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,18,0,1,0,0,17,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,5.2400000000000000e+02,65,0,0,29,0,0,0,87,19,106,1,56,0,0,17,0,0,0,83,14,97,1,20,1,0,20,0,0,0,18,9,27,0,20,1,0,15,0,0,0,17,9,26,0,0,9,0,0,0,1,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,5,0,6,32,36,2,0,0,27,36,0,0,0,14,3,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0
2016,4.3200000000000000e+02,6,0,0,8,0,0,1,13,1,14,0,6,0,0,8,0,0,1,11,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,4,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,1.9000000000000000e+01,8,0,0,0,0,0,0,8,0,8,0,8,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,3,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,2.5000000000000000e+01,1,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,15,1,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,2.6000000000000000e+01,12,0,0,1,1,0,0,11,0,11,0,6,0,0,1,1,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,1,0,1,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,8.9000000000000000e+02,657,15,0,16,5,2,0,482,118,600,0,595,15,0,13,5,2,0,478,108,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,8,159,214,258,20,8,99,168,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,9.0400000000000000e+02,79,11,0,3,0,0,0,69,18,87,0,72,11,0,1,0,0,0,69,12,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,29,22,4,1,0,19,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,9.5700000000000000e+02,1436,39,18,53,7,5,0,1412,63,1475,0,1297,35,15,32,6,4,0,1352,55,1407,0,92,4,0,0,0,0,0,20,3,23,0,85,4,0,0,0,0,0,20,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,13,90,425,627,29,11,34,340,400,0,0,2,9,3,0,0,2,7,1,0,0,0,0,0,0,0,0,0,0
2016,9.3900000000000000e+02,1020,25,0,26,5,6,0,751,169,920,0,912,24,0,21,4,3,0,730,154,884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,7,340,299,327,14,5,191,215,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,2.3600000000000000e+02,64,0,0,1,0,0,0,59,0,59,0,60,0,0,1,0,0,0,58,0,58,0,14,0,0,5,1,0,0,3,0,3,0,13,0,0,5,1,0,0,3,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,11,1,34,19,26,6,0,28,15,12,0,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2016,6.3700000000000000e+02,148,7,0,7,0,0,0,94,18,112,0,125,4,0,5,0,0,0,92,17,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,13,58,66,1,1,0,44,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,8.8000000000000000e+01,1,0,0,0,0,0,0,13,0,13,0,1,0,0,0,0,0,0,12,0,12,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,4,0,1,0,0,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
2016,9.0700000000000000e+02,2,0,1,0,1,0,0,15,0,15,1,2,0,1,0,1,0,0,10,0,10,1,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016,9.7000000000000000e+02,6,0,0,0,0,0,7,12,1,13,0,4,0,0,0,0,0,5,4,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,3,7,2,0,2,3,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2016,1.0190000000000000e+03,20,0,0,3,0,0,21,16,5,21,0,18,0,0,3,0,0,20,16,4,20,0,2,0,0,0,0,0,5,3,1,4,0,2,0,0,0,0,0,5,3,1,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5,11,0,0,0,5,9,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016,1.0160000000000000e+03,39,0,0,0,0,0,0,40,7,47,0,36,0,0,0,0,0,0,35,5,40,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,8,0,3,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,2,0,1,24,7,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,1.0470000000000000e+03,211,13,0,2,0,0,0,140,43,183,0,177,6,0,0,0,0,0,126,30,156,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,16,67,114,11,1,1,40,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,6.3500000000000000e+02,208,18,0,8,0,0,0,145,31,176,0,178,17,0,5,0,0,0,139,24,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,18,73,43,4,1,2,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,7.3500000000000000e+02,1413,49,0,49,13,4,0,1206,282,1488,3,1130,46,0,33,12,4,0,1065,236,1301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,18,76,468,630,29,18,2,398,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,1.4600000000000000e+02,55,0,0,2,0,0,0,158,4,162,0,41,0,0,2,0,0,0,131,3,134,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,158,10,1,3,2,85,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,3.6300000000000000e+02,78,0,0,2,0,0,0,109,9,118,0,64,0,0,1,0,0,0,92,9,101,0,4,0,0,5,0,0,0,19,5,24,0,3,0,0,5,0,0,0,18,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6,30,15,1,1,0,25,9,0,0,0,6,2,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0
2016,1.8700000000000000e+02,77,0,0,3,0,1,2,123,14,137,0,60,0,0,3,0,1,2,94,10,104,0,1,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,44,47,4,17,0,40,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
2016,2.6500000000000000e+02,14,0,0,0,0,0,0,39,3,42,0,13,0,0,0,0,0,0,28,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,12,11,0,0,1,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,2.9500000000000000e+02,32,0,0,0,0,0,0,49,5,54,0,24,0,0,0,0,0,0,40,4,44,0,20,0,0,0,0,0,0,15,3,18,0,16,0,0,0,0,0,0,11,2,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,33,14,3,0,0,30,11,0,1,0,4,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
2016,4.9600000000000000e+02,126,0,0,7,0,0,0,121,17,138,0,103,0,0,6,0,0,0,113,14,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,4,0,53,112,0,1,0,43,102,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2016,7.7000000000000000e+01,15,0,0,1,0,0,0,67,0,67,0,13,0,0,0,0,0,0,53,0,53,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,35,1,1,1,1,21,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
2016,3.9100000000000000e+02,5,0,0,0,0,0,0,10,2,12,0,3,0,0,0,0,0,0,7,2,9,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,10,4,0,0,5,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,2.4000000000000000e+02,85,8,0,9,0,0,0,132,11,143,0,70,8,0,0,0,0,0,112,7,119,0,2,0,0,0,0,0,0,10,0,10,0,2,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,33,39,0,3,0,27,20,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2016,4.4800000000000000e+02,54,2,0,5,0,1,0,44,18,62,0,44,2,0,3,0,1,0,38,13,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,55,11,26,1,1,45,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,1.5100000000000000e+02,8,0,0,1,0,0,0,71,0,71,0,6,0,0,1,0,0,0,60,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,39,2,9,0,1,32,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,4.2500000000000000e+02,22,2,0,3,0,0,0,22,8,30,0,19,2,0,3,0,0,0,19,6,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,15,29,12,1,0,7,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,3.0000000000000000e+02,27,0,0,6,0,0,1,36,7,43,0,23,0,0,5,0,0,1,28,5,33,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,13,10,0,25,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,3.3900000000000000e+02,68,7,0,1,0,0,2,91,12,103,0,54,6,0,1,0,0,1,86,8,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,29,70,0,1,0,23,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,8.7400000000000000e+02,279,8,0,7,0,0,0,220,56,276,0,233,5,0,5,0,0,0,210,50,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,15,97,139,6,1,0,81,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,9.0500000000000000e+02,1093,30,0,30,2,3,1,928,155,1083,0,845,24,0,18,2,3,1,717,122,839,0,83,4,0,3,0,0,0,146,13,159,0,68,4,0,2,0,0,0,114,8,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,7,409,385,79,53,7,228,274,23,4,1,47,29,3,3,0,27,22,1,0,0,0,0,0,0,0,0,0,0
2016,7.3600000000000000e+02,1414,44,0,45,6,4,1,1139,243,1382,4,1286,43,0,33,6,4,1,1117,197,1314,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,14,165,383,377,32,13,60,172,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,4.5900000000000000e+02,18,0,0,12,0,0,0,19,2,21,0,15,0,0,7,0,0,0,14,1,15,0,2,0,0,5,0,0,0,6,0,6,0,1,0,0,3,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,17,0,1,0,0,10,0,0,0,2,5,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0
2016,3.2000000000000000e+02,31,0,0,3,1,0,0,46,0,46,0,0,0,0,3,1,0,0,40,0,40,0,1,0,0,2,0,0,0,8,0,8,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,7,0,3,2,3,4,0,0,0,2,3,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0
2016,4.5000000000000000e+01,21,0,0,2,0,0,3,151,0,151,0,19,0,0,1,0,0,3,138,0,138,0,0,0,0,0,0,0,0,19,0,19,0,0,0,0,0,0,0,0,19,0,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,24,5,2,1,2,18,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
2016,6.1800000000000000e+02,165,9,0,9,1,0,0,150,39,189,0,143,8,0,6,1,0,0,139,35,174,0,35,0,0,0,0,0,0,20,6,26,0,35,0,0,0,0,0,0,20,6,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,11,55,67,4,1,9,51,51,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
