año,NCODI,pacienteTot_med,sesionTot_med,pacienteTot_psiquia,sesionTot_psiquia,pacienteTot_geria,sesionTot_geria
2017,2.8400000000000000e+02,0,0,0,0,0,0
2017,1.8000000000000000e+01,0,0,0,0,0,0
2017,3.5600000000000000e+02,0,0,300,11390,0,0
2017,4.0100000000000000e+02,56,3349,0,0,0,0
2017,7.3300000000000000e+02,34010,92549,1732,12467,0,0
2017,2.4300000000000000e+02,0,0,0,0,0,0
2017,3.8000000000000000e+02,0,0,0,0,0,0
2017,7.1600000000000000e+02,490,5896,0,0,0,0
2017,5.3400000000000000e+02,39,317,0,0,0,0
2017,1.8500000000000000e+02,0,0,0,0,0,0
2017,2.5800000000000000e+02,460,3214,25,1707,0,0
2017,5.0500000000000000e+02,0,0,0,0,0,0
2017,2.6800000000000000e+02,269,1330,0,0,0,0
2017,6.0200000000000000e+02,3387,4065,0,0,0,0
2017,2.5400000000000000e+02,1185,1220,0,0,0,0
2017,7.0500000000000000e+02,406,2779,0,0,0,0
2017,1.3300000000000000e+02,0,0,0,0,0,0
2017,3.3000000000000000e+01,0,0,3,56,0,0
2017,1.4300000000000000e+02,0,0,46,925,0,0
2017,3.6000000000000000e+01,0,0,65,2799,0,0
2017,7.5600000000000000e+02,400,4676,0,0,0,0
2017,6.6200000000000000e+02,7917,12594,430,3900,0,0
2017,1.9200000000000000e+02,0,0,0,0,0,0
2017,3.8200000000000000e+02,0,0,0,0,0,0
2017,3.2200000000000000e+02,0,0,0,0,0,0
2017,4.7800000000000000e+02,0,0,0,0,0,0
2017,3.5200000000000000e+02,0,0,0,0,0,0
2017,6.2800000000000000e+02,1832,11566,0,0,0,0
2017,2.9100000000000000e+02,0,0,240,19945,0,0
2017,4.9500000000000000e+02,0,0,0,0,0,0
2017,8.4500000000000000e+02,1198,6603,129,6133,0,0
2017,4.9800000000000000e+02,897,1172,0,0,0,0
2017,3.1400000000000000e+02,0,0,0,0,0,0
2017,7.2000000000000000e+02,5620,5999,0,0,0,0
2017,7.2100000000000000e+02,3910,12852,64,4279,389,2811
2017,4.8500000000000000e+02,3734,4095,691,796,0,0
2017,2.7300000000000000e+02,1465,9201,0,0,0,0
2017,8.4600000000000000e+02,9410,23524,9,113,0,0
2017,8.4700000000000000e+02,0,0,0,0,0,0
2017,8.4800000000000000e+02,2249,5750,0,0,0,0
2017,9.1600000000000000e+02,1035,8715,0,0,0,0
2017,9.3000000000000000e+02,1712,2099,0,0,0,0
2017,9.5400000000000000e+02,6584,20740,0,0,0,0
2017,9.4300000000000000e+02,1372,1794,0,0,0,0
2017,9.4900000000000000e+02,16355,65513,350,10856,13,1262
2017,9.8000000000000000e+02,466,3120,0,0,0,0
2017,9.8100000000000000e+02,412,468,0,0,0,0
2017,1.0240000000000000e+03,1305,11820,0,0,0,0
2017,1.0170000000000000e+03,14,1381,0,0,0,0
2017,1.0000000000000000e+03,7986,23961,0,0,0,0
2017,1.0180000000000000e+03,8800,19099,1800,6997,2,3
2017,1.0010000000000000e+03,0,0,0,0,0,0
2017,1.0070000000000000e+03,21234,29273,547,3600,0,0
2017,1.0080000000000000e+03,15383,19504,0,0,0,0
2017,1.0100000000000000e+03,10173,12253,0,0,0,0
2017,1.0110000000000000e+03,3046,5798,0,0,0,0
2017,1.0120000000000000e+03,4729,11517,0,0,0,0
2017,1.0130000000000000e+03,42549,58184,289,3106,0,0
2017,1.0410000000000000e+03,0,0,0,0,0,0
